q,psi
-0.4,-0.4
-0.68,-0.87
-0.59,-0.94
-0.14,-0.78
-0.5,-0.97
-0.75,-1.07
-0.28,-0.79
-0.65,-0.91
-1.0,-0.94
-0.33,-0.33
0.4,0.4
0.68,0.87
0.59,0.94
0.14,0.78
0.5,0.97
0.75,1.06
0.28,0.79
0.65,0.91
1.0,0.94
0.33,0.33
0.36,0.56
0.53,1.27
0.53,1.53
0.63,1.73
0.64,1.77
0.51,1.61
0.44,1.35
0.44,1.16
0.33,0.82
0.11,0.24
0.47,0.55
0.34,1.05
0.08,1.13
0.4,1.5
0.28,1.42
0.29,1.27
0.26,1.02
0.24,0.76
0.19,0.45
0.21,0.12
0.51,0.5
0.56,1.03
0.14,0.91
0.53,1.28
0.23,1.05
0.32,0.92
0.28,0.68
0.28,0.45
0.29,0.23
0.31,0.06
0.65,0.51
0.77,1.06
0.21,0.79
0.66,1.16
0.4,0.92
0.44,0.75
0.41,0.52
0.41,0.32
0.41,0.15
0.43,0.04
0.65,0.42
0.93,1.01
0.31,0.69
0.76,1.05
0.56,0.86
0.57,0.67
0.54,0.45
0.53,0.26
0.53,0.12
0.54,0.03
0.64,0.28
0.97,0.84
0.42,0.58
0.87,0.93
0.67,0.75
0.68,0.58
0.65,0.38
0.64,0.22
0.63,0.1
0.65,0.03
0.65,0.16
0.98,0.63
0.63,0.49
0.93,0.73
0.75,0.56
0.78,0.45
0.74,0.29
0.74,0.16
0.73,0.07
0.74,0.02
0.94,0.18
0.97,0.39
0.84,0.35
0.96,0.44
0.85,0.33
0.89,0.28
0.86,0.18
0.86,0.11
0.86,0.06
0.81,0.0
1.06,0.09
0.88,0.07
0.93,0.08
0.83,0.05
0.87,0.04
0.92,0.05
0.9,0.02
0.92,0.02
0.98,0.04
1.03,0.04
-1.0,-0.06
-0.86,-0.06
-0.91,-0.07
-0.81,-0.03
-0.88,-0.03
-0.91,-0.03
-0.89,-0.0
-0.94,-0.02
-1.0,-0.05
-1.0,-0.03
-0.96,-0.19
-0.96,-0.39
-0.85,-0.35
-0.96,-0.43
-0.83,-0.29
-0.89,-0.24
-0.85,-0.14
-0.86,-0.09
-0.86,-0.05
-0.8,0.01
-0.7,-0.2
-0.97,-0.65
-0.65,-0.52
-0.94,-0.74
-0.72,-0.51
-0.77,-0.39
-0.73,-0.23
-0.73,-0.13
-0.73,-0.06
-0.76,-0.02
-0.61,-0.27
-0.96,-0.86
-0.43,-0.62
-0.9,-0.96
-0.64,-0.69
-0.66,-0.51
-0.64,-0.31
-0.63,-0.17
-0.64,-0.08
-0.65,-0.03
-0.59,-0.4
-0.93,-1.05
-0.32,-0.75
-0.79,-1.1
-0.53,-0.81
-0.55,-0.6
-0.52,-0.38
-0.52,-0.21
-0.53,-0.1
-0.54,-0.03
-0.67,-0.54
-0.79,-1.14
-0.23,-0.88
-0.68,-1.21
-0.36,-0.88
-0.43,-0.71
-0.39,-0.47
-0.4,-0.29
-0.41,-0.14
-0.44,-0.04
-0.57,-0.58
-0.6,-1.12
-0.18,-1.01
-0.55,-1.35
-0.21,-1.06
-0.33,-0.93
-0.27,-0.69
-0.28,-0.47
-0.28,-0.26
-0.32,-0.08
-0.53,-0.61
-0.32,-1.07
-0.07,-1.17
-0.43,-1.56
-0.29,-1.47
-0.32,-1.35
-0.28,-1.1
-0.25,-0.84
-0.22,-0.55
-0.22,-0.18
-0.43,-0.59
-0.47,-1.21
-0.46,-1.52
-0.61,-1.77
-0.67,-1.8
-0.56,-1.7
-0.47,-1.45
-0.47,-1.23
-0.46,-0.99
-0.2,-0.36
-0.35,-0.37
-0.5,-0.78
-0.81,-1.07
-0.41,-0.93
-0.17,-0.82
-0.7,-1.04
-0.46,-0.88
-0.32,-0.77
-1.01,-0.98
-0.59,-0.48
0.34,0.37
0.5,0.78
0.81,1.07
0.41,0.93
0.17,0.82
0.7,1.04
0.46,0.88
0.32,0.77
1.01,0.98
0.59,0.48
0.43,0.59
0.47,1.21
0.46,1.52
0.61,1.77
0.67,1.8
0.56,1.7
0.47,1.45
0.47,1.23
0.46,0.99
0.2,0.36
0.53,0.6
0.32,1.07
0.07,1.17
0.43,1.56
0.29,1.47
0.32,1.35
0.28,1.1
0.25,0.84
0.22,0.55
0.22,0.18
0.57,0.58
0.6,1.12
0.18,1.01
0.55,1.35
0.21,1.06
0.33,0.93
0.27,0.69
0.28,0.47
0.28,0.26
0.32,0.08
0.67,0.54
0.79,1.14
0.23,0.88
0.68,1.21
0.36,0.88
0.43,0.71
0.39,0.47
0.4,0.29
0.41,0.14
0.44,0.04
0.59,0.4
0.93,1.05
0.32,0.75
0.79,1.1
0.53,0.81
0.55,0.6
0.52,0.38
0.52,0.21
0.53,0.1
0.54,0.03
0.61,0.27
0.96,0.86
0.43,0.62
0.9,0.96
0.64,0.69
0.66,0.51
0.64,0.31
0.63,0.17
0.64,0.08
0.65,0.03
0.7,0.2
0.97,0.65
0.65,0.52
0.94,0.74
0.72,0.51
0.77,0.39
0.73,0.23
0.73,0.13
0.73,0.06
0.76,0.02
0.96,0.19
0.96,0.39
0.85,0.35
0.96,0.43
0.83,0.29
0.89,0.24
0.85,0.14
0.86,0.09
0.86,0.05
0.8,-0.01
1.0,0.06
0.86,0.06
0.91,0.07
0.81,0.03
0.88,0.03
0.91,0.03
0.89,0.0
0.94,0.02
1.0,0.05
1.0,0.03
-0.93,-0.03
-0.87,-0.04
-0.89,-0.05
-0.8,-0.01
-0.89,-0.02
-0.9,-0.02
-0.89,0.0
-0.96,-0.03
-1.0,-0.04
-0.97,-0.02
-0.93,-0.17
-0.95,-0.37
-0.87,-0.35
-0.96,-0.41
-0.82,-0.24
-0.89,-0.2
-0.85,-0.11
-0.86,-0.08
-0.86,-0.05
-0.81,0.01
-0.76,-0.23
-0.97,-0.65
-0.66,-0.53
-0.95,-0.72
-0.69,-0.43
-0.77,-0.32
-0.73,-0.18
-0.73,-0.1
-0.74,-0.05
-0.77,-0.03
-0.64,-0.29
-0.95,-0.87
-0.44,-0.64
-0.92,-0.95
-0.61,-0.6
-0.65,-0.43
-0.63,-0.25
-0.63,-0.14
-0.64,-0.07
-0.66,-0.04
-0.54,-0.37
-0.93,-1.07
-0.32,-0.78
-0.81,-1.1
-0.49,-0.72
-0.54,-0.53
-0.51,-0.32
-0.51,-0.19
-0.53,-0.1
-0.55,-0.04
-0.62,-0.53
-0.81,-1.19
-0.25,-0.93
-0.69,-1.23
-0.31,-0.83
-0.42,-0.67
-0.37,-0.44
-0.39,-0.28
-0.4,-0.16
-0.45,-0.07
-0.6,-0.62
-0.65,-1.21
-0.22,-1.09
-0.54,-1.38
-0.19,-1.06
-0.34,-0.96
-0.26,-0.72
-0.28,-0.52
-0.28,-0.32
-0.34,-0.13
-0.58,-0.66
-0.32,-1.11
-0.07,-1.19
-0.44,-1.61
-0.31,-1.53
-0.34,-1.43
-0.3,-1.2
-0.28,-0.95
-0.27,-0.68
-0.27,-0.28
-0.53,-0.66
-0.47,-1.19
-0.36,-1.44
-0.57,-1.81
-0.67,-1.86
-0.61,-1.76
-0.51,-1.56
-0.48,-1.32
-0.55,-1.13
-0.39,-0.53
-0.4,-0.38
-0.3,-0.65
-0.64,-0.98
-0.82,-1.16
-0.22,-0.88
-0.43,-0.93
-0.66,-0.98
-0.16,-0.7
-0.78,-0.89
-0.79,-0.58
0.4,0.38
0.3,0.65
0.64,0.98
0.82,1.16
0.22,0.89
0.43,0.93
0.66,0.98
0.16,0.7
0.78,0.89
0.79,0.58
0.53,0.66
0.47,1.19
0.36,1.44
0.57,1.81
0.67,1.86
0.61,1.76
0.51,1.56
0.48,1.32
0.55,1.13
0.39,0.53
0.58,0.66
0.32,1.11
0.07,1.19
0.44,1.61
0.31,1.53
0.34,1.43
0.3,1.2
0.28,0.95
0.27,0.68
0.27,0.28
0.6,0.62
0.65,1.21
0.22,1.09
0.54,1.38
0.19,1.06
0.34,0.96
0.26,0.72
0.28,0.52
0.28,0.32
0.34,0.13
0.62,0.53
0.81,1.19
0.25,0.93
0.69,1.23
0.31,0.83
0.42,0.67
0.37,0.44
0.39,0.28
0.4,0.16
0.45,0.07
0.54,0.37
0.93,1.07
0.32,0.78
0.81,1.1
0.49,0.72
0.54,0.53
0.51,0.32
0.51,0.19
0.53,0.1
0.55,0.04
0.64,0.29
0.95,0.87
0.44,0.64
0.92,0.95
0.61,0.61
0.65,0.43
0.63,0.25
0.63,0.14
0.64,0.07
0.66,0.04
0.76,0.23
0.97,0.65
0.66,0.53
0.95,0.72
0.69,0.43
0.77,0.32
0.73,0.18
0.73,0.1
0.74,0.05
0.77,0.03
0.93,0.17
0.95,0.37
0.86,0.35
0.96,0.41
0.82,0.24
0.89,0.2
0.85,0.11
0.86,0.08
0.86,0.05
0.81,-0.01
0.93,0.03
0.87,0.04
0.89,0.05
0.8,0.01
0.89,0.02
0.9,0.02
0.89,-0.0
0.96,0.03
1.0,0.04
0.97,0.02
-0.88,0.01
-0.88,-0.03
-0.87,-0.03
-0.79,0.01
-0.9,-0.01
-0.89,-0.01
-0.91,-0.01
-0.99,-0.05
-0.98,-0.04
-0.95,-0.01
-0.87,-0.12
-0.94,-0.35
-0.88,-0.34
-0.96,-0.38
-0.79,-0.19
-0.9,-0.17
-0.84,-0.1
-0.86,-0.08
-0.86,-0.05
-0.82,-0.0
-0.78,-0.23
-0.96,-0.64
-0.68,-0.52
-0.95,-0.68
-0.65,-0.34
-0.77,-0.27
-0.72,-0.15
-0.73,-0.09
-0.74,-0.06
-0.79,-0.05
-0.69,-0.32
-0.94,-0.87
-0.45,-0.63
-0.93,-0.92
-0.57,-0.5
-0.65,-0.36
-0.62,-0.21
-0.63,-0.13
-0.64,-0.09
-0.67,-0.05
-0.54,-0.37
-0.93,-1.08
-0.32,-0.78
-0.83,-1.08
-0.44,-0.62
-0.53,-0.46
-0.5,-0.29
-0.51,-0.19
-0.53,-0.13
-0.57,-0.07
-0.56,-0.51
-0.82,-1.22
-0.26,-0.96
-0.69,-1.21
-0.27,-0.76
-0.42,-0.65
-0.36,-0.44
-0.39,-0.32
-0.4,-0.22
-0.47,-0.11
-0.59,-0.63
-0.71,-1.29
-0.26,-1.14
-0.52,-1.38
-0.17,-1.06
-0.36,-1.01
-0.25,-0.78
-0.28,-0.61
-0.29,-0.44
-0.39,-0.22
-0.59,-0.69
-0.34,-1.16
-0.08,-1.2
-0.45,-1.62
-0.32,-1.59
-0.37,-1.53
-0.33,-1.33
-0.31,-1.1
-0.33,-0.86
-0.39,-0.43
-0.61,-0.73
-0.5,-1.21
-0.31,-1.34
-0.51,-1.77
-0.66,-1.94
-0.63,-1.85
-0.56,-1.7
-0.49,-1.43
-0.6,-1.25
-0.59,-0.7
-0.53,-0.45
-0.32,-0.63
-0.26,-0.75
-0.84,-1.17
-0.63,-1.12
-0.23,-0.9
-0.71,-1.04
-0.22,-0.74
-0.48,-0.75
-0.81,-0.59
0.53,0.45
0.32,0.63
0.26,0.74
0.84,1.17
0.63,1.12
0.23,0.9
0.71,1.04
0.22,0.74
0.48,0.75
0.81,0.59
0.61,0.72
0.5,1.21
0.31,1.34
0.51,1.77
0.66,1.94
0.63,1.85
0.56,1.7
0.49,1.43
0.6,1.25
0.6,0.7
0.59,0.69
0.34,1.16
0.08,1.2
0.45,1.62
0.32,1.59
0.37,1.53
0.33,1.33
0.31,1.1
0.33,0.86
0.39,0.43
0.59,0.63
0.71,1.29
0.26,1.14
0.52,1.38
0.17,1.06
0.36,1.01
0.25,0.78
0.28,0.61
0.29,0.44
0.39,0.22
0.56,0.51
0.82,1.22
0.26,0.96
0.69,1.21
0.27,0.76
0.42,0.65
0.36,0.44
0.39,0.32
0.4,0.22
0.47,0.11
0.54,0.37
0.93,1.08
0.32,0.78
0.83,1.08
0.44,0.62
0.53,0.46
0.5,0.29
0.51,0.19
0.53,0.13
0.57,0.07
0.69,0.32
0.94,0.87
0.45,0.63
0.93,0.92
0.57,0.5
0.65,0.36
0.62,0.21
0.63,0.13
0.64,0.09
0.67,0.05
0.78,0.23
0.96,0.64
0.68,0.52
0.95,0.68
0.65,0.34
0.77,0.27
0.72,0.15
0.73,0.09
0.74,0.06
0.79,0.05
0.87,0.12
0.94,0.35
0.88,0.34
0.96,0.38
0.79,0.19
0.9,0.17
0.84,0.1
0.86,0.08
0.86,0.05
0.82,0.0
0.88,-0.01
0.88,0.03
0.87,0.03
0.79,-0.01
0.9,0.01
0.89,0.01
0.91,0.01
0.99,0.05
0.98,0.04
0.95,0.01
-0.85,0.03
-0.89,-0.03
-0.84,-0.01
-0.79,0.01
-0.91,-0.01
-0.9,-0.01
-0.94,-0.02
-1.0,-0.06
-0.96,-0.03
-0.94,-0.0
-0.79,-0.07
-0.95,-0.32
-0.88,-0.32
-0.96,-0.34
-0.77,-0.14
-0.9,-0.15
-0.84,-0.1
-0.86,-0.09
-0.86,-0.07
-0.84,-0.03
-0.74,-0.2
-0.96,-0.61
-0.69,-0.5
-0.95,-0.63
-0.61,-0.26
-0.77,-0.23
-0.72,-0.14
-0.74,-0.11
-0.74,-0.09
-0.81,-0.07
-0.73,-0.33
-0.93,-0.85
-0.46,-0.61
-0.94,-0.87
-0.52,-0.4
-0.65,-0.32
-0.62,-0.21
-0.63,-0.16
-0.65,-0.13
-0.68,-0.08
-0.59,-0.4
-0.92,-1.07
-0.32,-0.76
-0.83,-1.03
-0.38,-0.53
-0.53,-0.44
-0.49,-0.3
-0.52,-0.25
-0.53,-0.19
-0.59,-0.12
-0.53,-0.49
-0.83,-1.23
-0.27,-0.96
-0.68,-1.17
-0.23,-0.7
-0.43,-0.66
-0.34,-0.49
-0.39,-0.42
-0.41,-0.33
-0.52,-0.2
-0.55,-0.62
-0.77,-1.35
-0.28,-1.17
-0.49,-1.35
-0.17,-1.06
-0.38,-1.08
-0.24,-0.88
-0.3,-0.77
-0.32,-0.62
-0.49,-0.36
-0.55,-0.69
-0.38,-1.22
-0.1,-1.22
-0.46,-1.6
-0.32,-1.61
-0.4,-1.63
-0.35,-1.49
-0.34,-1.3
-0.42,-1.09
-0.57,-0.63
-0.62,-0.76
-0.53,-1.27
-0.32,-1.31
-0.44,-1.64
-0.64,-1.95
-0.64,-1.95
-0.62,-1.85
-0.49,-1.58
-0.6,-1.35
-0.71,-0.81
-0.64,-0.53
-0.53,-0.75
-0.12,-0.63
-0.4,-0.9
-0.91,-1.25
-0.33,-1.01
-0.65,-1.08
-0.42,-0.87
-0.27,-0.67
-0.64,-0.52
0.64,0.52
0.53,0.75
0.12,0.63
0.4,0.9
0.91,1.25
0.33,1.01
0.65,1.08
0.41,0.87
0.27,0.67
0.64,0.52
0.62,0.76
0.53,1.27
0.32,1.31
0.44,1.64
0.64,1.95
0.64,1.95
0.62,1.85
0.49,1.58
0.6,1.35
0.71,0.81
0.55,0.69
0.38,1.22
0.1,1.22
0.46,1.6
0.32,1.61
0.4,1.63
0.35,1.49
0.34,1.3
0.42,1.09
0.57,0.63
0.55,0.62
0.77,1.35
0.29,1.17
0.49,1.35
0.17,1.06
0.38,1.08
0.24,0.88
0.3,0.77
0.32,0.62
0.49,0.36
0.53,0.49
0.83,1.23
0.27,0.96
0.68,1.17
0.23,0.7
0.43,0.66
0.34,0.49
0.39,0.42
0.41,0.33
0.52,0.2
0.59,0.4
0.92,1.07
0.32,0.76
0.83,1.03
0.38,0.53
0.53,0.44
0.49,0.3
0.52,0.25
0.53,0.19
0.59,0.12
0.73,0.33
0.93,0.85
0.46,0.61
0.94,0.87
0.52,0.4
0.65,0.32
0.62,0.21
0.63,0.16
0.65,0.13
0.68,0.08
0.74,0.2
0.96,0.61
0.69,0.5
0.95,0.63
0.61,0.26
0.77,0.23
0.72,0.14
0.74,0.11
0.74,0.09
0.81,0.07
0.8,0.07
0.95,0.32
0.88,0.32
0.96,0.34
0.77,0.14
0.9,0.15
0.84,0.1
0.86,0.09
0.86,0.07
0.84,0.03
0.85,-0.03
0.89,0.03
0.84,0.01
0.79,-0.02
0.91,0.01
0.9,0.01
0.94,0.02
1.0,0.06
0.96,0.03
0.94,0.0
-0.85,0.04
-0.9,-0.03
-0.81,0.01
-0.81,0.01
-0.93,-0.01
-0.92,-0.03
-0.96,-0.05
-1.0,-0.06
-0.93,-0.02
-0.95,-0.01
-0.74,-0.02
-0.96,-0.31
-0.89,-0.3
-0.96,-0.32
-0.75,-0.1
-0.91,-0.16
-0.84,-0.12
-0.86,-0.12
-0.86,-0.1
-0.88,-0.06
-0.68,-0.14
-0.96,-0.58
-0.7,-0.48
-0.95,-0.59
-0.58,-0.19
-0.78,-0.23
-0.72,-0.17
-0.74,-0.17
-0.75,-0.15
-0.83,-0.11
-0.71,-0.31
-0.91,-0.81
-0.47,-0.58
-0.94,-0.82
-0.47,-0.33
-0.65,-0.32
-0.62,-0.26
-0.64,-0.24
-0.65,-0.21
-0.69,-0.13
-0.64,-0.42
-0.91,-1.05
-0.32,-0.73
-0.83,-0.97
-0.34,-0.46
-0.54,-0.47
-0.49,-0.37
-0.52,-0.36
-0.54,-0.31
-0.63,-0.2
-0.54,-0.5
-0.81,-1.23
-0.27,-0.94
-0.65,-1.12
-0.2,-0.67
-0.45,-0.73
-0.33,-0.6
-0.41,-0.58
-0.42,-0.51
-0.6,-0.34
-0.54,-0.62
-0.82,-1.41
-0.3,-1.2
-0.45,-1.32
-0.18,-1.08
-0.4,-1.17
-0.24,-1.03
-0.34,-0.99
-0.38,-0.86
-0.64,-0.56
-0.51,-0.68
-0.42,-1.29
-0.11,-1.26
-0.47,-1.59
-0.31,-1.61
-0.42,-1.73
-0.38,-1.66
-0.39,-1.52
-0.5,-1.32
-0.69,-0.78
-0.58,-0.75
-0.54,-1.35
-0.31,-1.35
-0.44,-1.57
-0.57,-1.87
-0.64,-2.01
-0.65,-1.98
-0.52,-1.75
-0.55,-1.42
-0.63,-0.79
-0.65,-0.56
-0.74,-0.92
-0.37,-0.76
0.0,-0.66
-0.74,-1.11
-0.52,-1.11
-0.57,-1.11
-0.64,-1.04
-0.27,-0.7
-0.42,-0.42
0.65,0.56
0.74,0.92
0.37,0.76
-0.0,0.66
0.74,1.11
0.52,1.11
0.57,1.11
0.63,1.04
0.27,0.7
0.42,0.42
0.58,0.75
0.54,1.35
0.31,1.35
0.44,1.57
0.57,1.87
0.64,2.01
0.65,1.98
0.52,1.75
0.55,1.42
0.63,0.79
0.51,0.68
0.42,1.29
0.11,1.26
0.47,1.59
0.31,1.61
0.42,1.73
0.38,1.66
0.39,1.52
0.5,1.32
0.69,0.78
0.54,0.62
0.82,1.41
0.3,1.2
0.45,1.32
0.18,1.08
0.4,1.17
0.24,1.03
0.34,0.99
0.38,0.86
0.64,0.56
0.54,0.5
0.81,1.23
0.27,0.94
0.65,1.12
0.2,0.68
0.45,0.73
0.33,0.6
0.41,0.58
0.42,0.51
0.6,0.34
0.64,0.42
0.91,1.05
0.32,0.73
0.83,0.97
0.34,0.46
0.54,0.47
0.49,0.38
0.52,0.36
0.54,0.31
0.63,0.2
0.71,0.31
0.91,0.81
0.47,0.58
0.94,0.82
0.47,0.33
0.66,0.32
0.62,0.26
0.64,0.24
0.65,0.21
0.69,0.13
0.68,0.14
0.96,0.58
0.7,0.48
0.95,0.59
0.58,0.19
0.78,0.23
0.72,0.17
0.74,0.17
0.75,0.15
0.83,0.11
0.74,0.02
0.96,0.31
0.89,0.3
0.96,0.32
0.75,0.1
0.91,0.16
0.84,0.12
0.86,0.12
0.86,0.1
0.88,0.06
0.85,-0.04
0.9,0.03
0.81,-0.01
0.81,-0.01
0.93,0.01
0.92,0.03
0.96,0.05
1.0,0.06
0.93,0.02
0.95,0.01
-0.87,0.03
-0.91,-0.03
-0.79,0.02
-0.85,-0.01
-0.96,-0.04
-0.94,-0.06
-0.98,-0.08
-0.97,-0.07
-0.91,-0.02
-0.98,-0.04
-0.72,-0.0
-0.97,-0.31
-0.89,-0.3
-0.95,-0.31
-0.73,-0.1
-0.92,-0.2
-0.84,-0.17
-0.87,-0.17
-0.86,-0.14
-0.93,-0.12
-0.62,-0.09
-0.98,-0.57
-0.7,-0.47
-0.94,-0.57
-0.54,-0.17
-0.79,-0.28
-0.72,-0.25
-0.75,-0.25
-0.76,-0.23
-0.85,-0.17
-0.64,-0.25
-0.91,-0.78
-0.48,-0.57
-0.93,-0.79
-0.43,-0.3
-0.67,-0.4
-0.62,-0.36
-0.65,-0.37
-0.66,-0.33
-0.73,-0.21
-0.65,-0.41
-0.89,-1.01
-0.31,-0.7
-0.82,-0.95
-0.3,-0.46
-0.57,-0.57
-0.49,-0.51
-0.54,-0.53
-0.55,-0.48
-0.72,-0.33
-0.56,-0.52
-0.78,-1.21
-0.26,-0.92
-0.63,-1.1
-0.19,-0.71
-0.48,-0.85
-0.33,-0.76
-0.43,-0.81
-0.46,-0.74
-0.74,-0.52
-0.56,-0.65
-0.86,-1.47
-0.3,-1.22
-0.42,-1.32
-0.2,-1.13
-0.41,-1.29
-0.24,-1.2
-0.39,-1.25
-0.46,-1.13
-0.75,-0.71
-0.49,-0.69
-0.47,-1.37
-0.13,-1.33
-0.48,-1.62
-0.3,-1.62
-0.43,-1.81
-0.4,-1.81
-0.43,-1.75
-0.55,-1.5
-0.63,-0.79
-0.53,-0.74
-0.52,-1.39
-0.31,-1.45
-0.44,-1.59
-0.53,-1.79
-0.62,-2.01
-0.68,-2.07
-0.58,-1.91
-0.52,-1.49
-0.45,-0.7
-0.58,-0.53
-0.74,-0.98
-0.82,-1.05
-0.02,-0.69
-0.37,-0.89
-0.55,-1.07
-0.45,-1.08
-0.73,-1.14
-0.45,-0.83
-0.32,-0.38
0.58,0.53
0.74,0.98
0.82,1.05
0.02,0.69
0.37,0.89
0.55,1.07
0.45,1.08
0.73,1.14
0.45,0.83
0.32,0.38
0.53,0.74
0.52,1.39
0.31,1.45
0.44,1.59
0.53,1.79
0.62,2.01
0.68,2.07
0.58,1.91
0.52,1.49
0.45,0.7
0.49,0.69
0.47,1.37
0.13,1.33
0.48,1.62
0.3,1.62
0.43,1.81
0.4,1.81
0.43,1.75
0.55,1.5
0.63,0.79
0.56,0.65
0.86,1.47
0.3,1.22
0.42,1.32
0.2,1.13
0.41,1.29
0.24,1.2
0.39,1.25
0.46,1.13
0.75,0.71
0.56,0.52
0.78,1.21
0.26,0.92
0.63,1.1
0.19,0.71
0.48,0.86
0.33,0.76
0.43,0.81
0.46,0.74
0.74,0.52
0.65,0.41
0.89,1.01
0.31,0.7
0.82,0.95
0.3,0.46
0.57,0.57
0.49,0.51
0.54,0.53
0.55,0.48
0.72,0.33
0.64,0.25
0.91,0.78
0.48,0.57
0.93,0.79
0.43,0.3
0.67,0.4
0.62,0.36
0.65,0.37
0.66,0.33
0.73,0.21
0.62,0.09
0.98,0.57
0.7,0.47
0.94,0.57
0.54,0.17
0.79,0.28
0.72,0.25
0.75,0.25
0.76,0.23
0.85,0.17
0.72,0.0
0.97,0.31
0.89,0.3
0.95,0.31
0.73,0.1
0.92,0.2
0.84,0.17
0.87,0.17
0.86,0.14
0.93,0.12
0.87,-0.03
0.91,0.03
0.79,-0.02
0.85,0.01
0.96,0.04
0.94,0.06
0.98,0.08
0.97,0.07
0.91,0.02
0.98,0.04
-0.89,0.02
-0.9,-0.03
-0.79,0.01
-0.9,-0.05
-0.99,-0.07
-0.96,-0.09
-0.98,-0.1
-0.94,-0.07
-0.9,-0.05
-1.03,-0.08
-0.72,-0.01
-0.98,-0.33
-0.89,-0.32
-0.94,-0.33
-0.72,-0.13
-0.93,-0.27
-0.85,-0.24
-0.87,-0.24
-0.87,-0.22
-0.99,-0.19
-0.59,-0.07
-1.0,-0.59
-0.71,-0.49
-0.93,-0.58
-0.51,-0.2
-0.82,-0.39
-0.73,-0.37
-0.76,-0.38
-0.76,-0.34
-0.88,-0.24
-0.57,-0.2
-0.92,-0.77
-0.49,-0.58
-0.92,-0.8
-0.4,-0.34
-0.71,-0.54
-0.63,-0.52
-0.66,-0.54
-0.66,-0.49
-0.8,-0.33
-0.62,-0.38
-0.88,-0.98
-0.31,-0.69
-0.8,-0.96
-0.28,-0.53
-0.6,-0.74
-0.49,-0.71
-0.55,-0.75
-0.57,-0.7
-0.85,-0.5
-0.56,-0.51
-0.74,-1.18
-0.24,-0.92
-0.61,-1.12
-0.2,-0.81
-0.52,-1.04
-0.33,-0.97
-0.47,-1.06
-0.51,-0.98
-0.83,-0.65
-0.58,-0.67
-0.88,-1.51
-0.28,-1.25
-0.4,-1.36
-0.22,-1.24
-0.43,-1.45
-0.25,-1.4
-0.46,-1.51
-0.53,-1.33
-0.68,-0.72
-0.52,-0.72
-0.52,-1.45
-0.15,-1.41
-0.49,-1.7
-0.29,-1.69
-0.44,-1.91
-0.41,-1.95
-0.48,-1.93
-0.58,-1.61
-0.44,-0.7
-0.52,-0.73
-0.52,-1.41
-0.3,-1.54
-0.41,-1.69
-0.5,-1.8
-0.58,-2.0
-0.68,-2.11
-0.63,-2.01
-0.55,-1.58
-0.34,-0.64
-0.57,-0.51
-0.47,-0.87
-1.04,-1.23
-0.49,-1.0
-0.2,-0.84
-0.47,-1.0
-0.33,-0.99
-0.59,-1.09
-0.64,-0.94
-0.37,-0.41
0.57,0.51
0.47,0.86
1.04,1.23
0.49,1.0
0.2,0.84
0.47,1.0
0.33,0.99
0.59,1.09
0.64,0.94
0.37,0.41
0.52,0.73
0.52,1.41
0.3,1.54
0.41,1.69
0.5,1.8
0.58,2.0
0.68,2.11
0.63,2.01
0.55,1.58
0.34,0.64
0.52,0.72
0.52,1.45
0.15,1.41
0.49,1.7
0.29,1.69
0.44,1.91
0.41,1.95
0.48,1.93
0.58,1.61
0.44,0.7
0.58,0.67
0.88,1.51
0.28,1.25
0.4,1.36
0.22,1.24
0.43,1.45
0.25,1.4
0.46,1.51
0.53,1.33
0.68,0.72
0.56,0.51
0.74,1.18
0.24,0.92
0.61,1.12
0.2,0.81
0.52,1.04
0.33,0.97
0.47,1.06
0.51,0.98
0.83,0.65
0.62,0.38
0.88,0.98
0.31,0.69
0.8,0.96
0.28,0.53
0.6,0.74
0.49,0.71
0.55,0.76
0.57,0.7
0.85,0.5
0.57,0.2
0.92,0.77
0.49,0.58
0.92,0.8
0.4,0.34
0.71,0.54
0.63,0.52
0.66,0.54
0.66,0.49
0.8,0.33
0.59,0.07
1.0,0.59
0.71,0.49
0.93,0.58
0.51,0.2
0.82,0.39
0.73,0.37
0.76,0.38
0.76,0.34
0.88,0.25
0.72,0.01
0.98,0.33
0.89,0.32
0.94,0.33
0.72,0.13
0.93,0.27
0.85,0.24
0.87,0.24
0.87,0.22
0.99,0.19
0.89,-0.02
0.9,0.03
0.79,-0.01
0.9,0.05
0.99,0.07
0.96,0.09
0.98,0.1
0.94,0.07
0.9,0.05
1.03,0.08
-0.92,0.0
-0.9,-0.05
-0.82,-0.03
-0.96,-0.11
-1.01,-0.12
-0.96,-0.13
-0.96,-0.12
-0.92,-0.09
-0.93,-0.1
-1.11,-0.14
-0.74,-0.03
-0.99,-0.36
-0.89,-0.36
-0.93,-0.38
-0.71,-0.19
-0.95,-0.36
-0.84,-0.33
-0.88,-0.34
-0.88,-0.32
-1.06,-0.28
-0.6,-0.08
-1.01,-0.63
-0.71,-0.53
-0.92,-0.63
-0.5,-0.28
-0.85,-0.54
-0.73,-0.51
-0.77,-0.53
-0.77,-0.48
-0.93,-0.35
-0.51,-0.17
-0.94,-0.81
-0.5,-0.63
-0.91,-0.86
-0.39,-0.45
-0.75,-0.74
-0.63,-0.72
-0.67,-0.74
-0.68,-0.66
-0.91,-0.47
-0.57,-0.34
-0.88,-0.98
-0.31,-0.73
-0.79,-1.03
-0.28,-0.67
-0.65,-0.97
-0.5,-0.93
-0.57,-0.98
-0.6,-0.88
