Variable_0,Variable_1,Variable_2
0.05,0.55,0.19
0.15,0.55,0.19
0.25,0.55,0.19
0.35,0.55,0.19
0.45,0.55,0.19
0.55,0.55,0.19
0.65,0.55,0.19
0.75,0.55,0.19
0.85,0.55,0.19
0.95,0.55,0.19
0.05,0.65,0.19
0.15,0.65,0.19
0.25,0.65,0.19
0.35,0.65,0.19
0.45,0.65,0.19
0.55,0.65,0.19
0.65,0.65,0.19
0.75,0.65,0.19
0.85,0.65,0.19
0.95,0.65,0.19
0.05,0.75,0.19
0.15,0.75,0.19
0.25,0.75,0.19
0.35,0.75,0.19
0.45,0.75,0.19
0.55,0.75,0.19
0.65,0.75,0.19
0.75,0.75,0.19
0.85,0.75,0.19
0.95,0.75,0.19
0.05,0.85,0.19
0.15,0.85,0.19
0.25,0.85,0.19
0.35,0.85,0.19
0.45,0.85,0.19
0.55,0.85,0.19
0.65,0.85,0.19
0.75,0.85,0.19
0.85,0.85,0.19
0.95,0.85,0.19
0.05,0.95,0.19
0.15,0.95,0.19
0.25,0.95,0.19
0.35,0.95,0.19
0.45,0.95,0.19
0.55,0.95,0.19
0.65,0.95,0.19
0.75,0.95,0.19
0.85,0.95,0.19
0.95,0.95,0.19
0.05,-0.95,0.2
0.15,-0.95,0.2
0.25,-0.95,0.2
0.35,-0.95,0.2
0.45,-0.95,0.2
0.55,-0.95,0.2
0.65,-0.95,0.2
0.75,-0.95,0.2
0.85,-0.95,0.2
0.95,-0.95,0.2
0.05,-0.85,0.2
0.15,-0.85,0.2
0.25,-0.85,0.2
0.35,-0.85,0.2
0.45,-0.85,0.2
0.55,-0.85,0.2
0.65,-0.85,0.2
0.75,-0.85,0.2
0.85,-0.85,0.2
0.95,-0.85,0.2
0.05,-0.75,0.2
0.15,-0.75,0.2
0.25,-0.75,0.2
0.35,-0.75,0.2
0.45,-0.75,0.2
0.55,-0.75,0.2
0.65,-0.75,0.2
0.75,-0.75,0.2
0.85,-0.75,0.2
0.95,-0.75,0.2
0.05,-0.65,0.2
0.15,-0.65,0.2
0.25,-0.65,0.2
0.35,-0.65,0.2
0.45,-0.65,0.2
0.55,-0.65,0.2
0.65,-0.65,0.2
0.75,-0.65,0.2
0.85,-0.65,0.2
0.95,-0.65,0.2
0.05,-0.55,0.2
0.15,-0.55,0.2
0.25,-0.55,0.2
0.35,-0.55,0.2
0.45,-0.55,0.2
0.55,-0.55,0.2
0.65,-0.55,0.2
0.75,-0.55,0.2
0.85,-0.55,0.2
0.95,-0.55,0.2
0.05,-0.45,0.2
0.15,-0.45,0.2
0.25,-0.45,0.2
0.35,-0.45,0.2
0.45,-0.45,0.2
0.55,-0.45,0.2
0.65,-0.45,0.2
0.75,-0.45,0.2
0.85,-0.45,0.2
0.95,-0.45,0.2
0.05,-0.35,0.2
0.15,-0.35,0.2
0.25,-0.35,0.2
0.35,-0.35,0.2
0.45,-0.35,0.2
0.55,-0.35,0.2
0.65,-0.35,0.2
0.75,-0.35,0.2
0.85,-0.35,0.2
0.95,-0.35,0.2
0.05,-0.25,0.2
0.15,-0.25,0.2
0.25,-0.25,0.2
0.35,-0.25,0.2
0.45,-0.25,0.2
0.55,-0.25,0.2
0.65,-0.25,0.2
0.75,-0.25,0.2
0.85,-0.25,0.2
0.95,-0.25,0.2
0.05,-0.15,0.2
0.15,-0.15,0.2
0.25,-0.15,0.2
0.35,-0.15,0.2
0.45,-0.15,0.2
0.55,-0.15,0.2
0.65,-0.15,0.2
0.75,-0.15,0.2
0.85,-0.15,0.2
0.95,-0.15,0.2
0.05,-0.05,0.2
0.15,-0.05,0.2
0.25,-0.05,0.2
0.35,-0.05,0.2
0.45,-0.05,0.2
0.55,-0.05,0.2
0.65,-0.05,0.2
0.75,-0.05,0.2
0.85,-0.05,0.2
0.95,-0.05,0.2
0.05,0.05,0.2
0.15,0.05,0.2
0.25,0.05,0.2
0.35,0.05,0.2
0.45,0.05,0.2
0.55,0.05,0.2
0.65,0.05,0.2
0.75,0.05,0.2
0.85,0.05,0.2
0.95,0.05,0.2
0.05,0.15,0.2
0.15,0.15,0.2
0.25,0.15,0.2
0.35,0.15,0.2
0.45,0.15,0.2
0.55,0.15,0.2
0.65,0.15,0.2
0.75,0.15,0.2
0.85,0.15,0.2
0.95,0.15,0.2
0.05,0.25,0.2
0.15,0.25,0.2
0.25,0.25,0.2
0.35,0.25,0.2
0.45,0.25,0.2
0.55,0.25,0.2
0.65,0.25,0.2
0.75,0.25,0.2
0.85,0.25,0.2
0.95,0.25,0.2
0.05,0.35,0.2
0.15,0.35,0.2
0.25,0.35,0.2
0.35,0.35,0.2
0.45,0.35,0.2
0.55,0.35,0.2
0.65,0.35,0.2
0.75,0.35,0.2
0.85,0.35,0.2
0.95,0.35,0.2
0.05,0.45,0.2
0.15,0.45,0.2
0.25,0.45,0.2
0.35,0.45,0.2
0.45,0.45,0.2
0.55,0.45,0.2
0.65,0.45,0.2
0.75,0.45,0.2
0.85,0.45,0.2
0.95,0.45,0.2
0.05,0.55,0.2
0.15,0.55,0.2
0.25,0.55,0.2
0.35,0.55,0.2
0.45,0.55,0.2
0.55,0.55,0.2
0.65,0.55,0.2
0.75,0.55,0.2
0.85,0.55,0.2
0.95,0.55,0.2
0.05,0.65,0.2
0.15,0.65,0.2
0.25,0.65,0.2
0.35,0.65,0.2
0.45,0.65,0.2
0.55,0.65,0.2
0.65,0.65,0.2
0.75,0.65,0.2
0.85,0.65,0.2
0.95,0.65,0.2
0.05,0.75,0.2
0.15,0.75,0.2
0.25,0.75,0.2
0.35,0.75,0.2
0.45,0.75,0.2
0.55,0.75,0.2
0.65,0.75,0.2
0.75,0.75,0.2
0.85,0.75,0.2
0.95,0.75,0.2
0.05,0.85,0.2
0.15,0.85,0.2
0.25,0.85,0.2
0.35,0.85,0.2
0.45,0.85,0.2
0.55,0.85,0.2
0.65,0.85,0.2
0.75,0.85,0.2
0.85,0.85,0.2
0.95,0.85,0.2
0.05,0.95,0.2
0.15,0.95,0.2
0.25,0.95,0.2
0.35,0.95,0.2
0.45,0.95,0.2
0.55,0.95,0.2
0.65,0.95,0.2
0.75,0.95,0.2
0.85,0.95,0.2
0.95,0.95,0.2
0.05,-0.95,0.21
0.15,-0.95,0.21
0.25,-0.95,0.21
0.35,-0.95,0.21
0.45,-0.95,0.21
0.55,-0.95,0.21
0.65,-0.95,0.21
0.75,-0.95,0.21
0.85,-0.95,0.21
0.95,-0.95,0.21
0.05,-0.85,0.21
0.15,-0.85,0.21
0.25,-0.85,0.21
0.35,-0.85,0.21
0.45,-0.85,0.21
0.55,-0.85,0.21
0.65,-0.85,0.21
0.75,-0.85,0.21
0.85,-0.85,0.21
0.95,-0.85,0.21
0.05,-0.75,0.21
0.15,-0.75,0.21
0.25,-0.75,0.21
0.35,-0.75,0.21
0.45,-0.75,0.21
0.55,-0.75,0.21
0.65,-0.75,0.21
0.75,-0.75,0.21
0.85,-0.75,0.21
0.95,-0.75,0.21
0.05,-0.65,0.21
0.15,-0.65,0.21
0.25,-0.65,0.21
0.35,-0.65,0.21
0.45,-0.65,0.21
0.55,-0.65,0.21
0.65,-0.65,0.21
0.75,-0.65,0.21
0.85,-0.65,0.21
0.95,-0.65,0.21
0.05,-0.55,0.21
0.15,-0.55,0.21
0.25,-0.55,0.21
0.35,-0.55,0.21
0.45,-0.55,0.21
0.55,-0.55,0.21
0.65,-0.55,0.21
0.75,-0.55,0.21
0.85,-0.55,0.21
0.95,-0.55,0.21
0.05,-0.45,0.21
0.15,-0.45,0.21
0.25,-0.45,0.21
0.35,-0.45,0.21
0.45,-0.45,0.21
0.55,-0.45,0.21
0.65,-0.45,0.21
0.75,-0.45,0.21
0.85,-0.45,0.21
0.95,-0.45,0.21
0.05,-0.35,0.21
0.15,-0.35,0.21
0.25,-0.35,0.21
0.35,-0.35,0.21
0.45,-0.35,0.21
0.55,-0.35,0.21
0.65,-0.35,0.21
0.75,-0.35,0.21
0.85,-0.35,0.21
0.95,-0.35,0.21
0.05,-0.25,0.21
0.15,-0.25,0.21
0.25,-0.25,0.21
0.35,-0.25,0.21
0.45,-0.25,0.21
0.55,-0.25,0.21
0.65,-0.25,0.21
0.75,-0.25,0.21
0.85,-0.25,0.21
0.95,-0.25,0.21
0.05,-0.15,0.21
0.15,-0.15,0.21
0.25,-0.15,0.21
0.35,-0.15,0.21
0.45,-0.15,0.21
0.55,-0.15,0.21
0.65,-0.15,0.21
0.75,-0.15,0.21
0.85,-0.15,0.21
0.95,-0.15,0.21
0.05,-0.05,0.21
0.15,-0.05,0.21
0.25,-0.05,0.21
0.35,-0.05,0.21
0.45,-0.05,0.21
0.55,-0.05,0.21
0.65,-0.05,0.21
0.75,-0.05,0.21
0.85,-0.05,0.21
0.95,-0.05,0.21
0.05,0.05,0.21
0.15,0.05,0.21
0.25,0.05,0.21
0.35,0.05,0.21
0.45,0.05,0.21
0.55,0.05,0.21
0.65,0.05,0.21
0.75,0.05,0.21
0.85,0.05,0.21
0.95,0.05,0.21
0.05,0.15,0.21
0.15,0.15,0.21
0.25,0.15,0.21
0.35,0.15,0.21
0.45,0.15,0.21
0.55,0.15,0.21
0.65,0.15,0.21
0.75,0.15,0.21
0.85,0.15,0.21
0.95,0.15,0.21
0.05,0.25,0.21
0.15,0.25,0.21
0.25,0.25,0.21
0.35,0.25,0.21
0.45,0.25,0.21
0.55,0.25,0.21
0.65,0.25,0.21
0.75,0.25,0.21
0.85,0.25,0.21
0.95,0.25,0.21
0.05,0.35,0.21
0.15,0.35,0.21
0.25,0.35,0.21
0.35,0.35,0.21
0.45,0.35,0.21
0.55,0.35,0.21
0.65,0.35,0.21
0.75,0.35,0.21
0.85,0.35,0.21
0.95,0.35,0.21
0.05,0.45,0.21
0.15,0.45,0.21
0.25,0.45,0.21
0.35,0.45,0.21
0.45,0.45,0.21
0.55,0.45,0.21
0.65,0.45,0.21
0.75,0.45,0.21
0.85,0.45,0.21
0.95,0.45,0.21
0.05,0.55,0.21
0.15,0.55,0.21
0.25,0.55,0.21
0.35,0.55,0.21
0.45,0.55,0.21
0.55,0.55,0.21
0.65,0.55,0.21
0.75,0.55,0.21
0.85,0.55,0.21
0.95,0.55,0.21
0.05,0.65,0.21
0.15,0.65,0.21
0.25,0.65,0.21
0.35,0.65,0.21
0.45,0.65,0.21
0.55,0.65,0.21
0.65,0.65,0.21
0.75,0.65,0.21
0.85,0.65,0.21
0.95,0.65,0.21
0.05,0.75,0.21
0.15,0.75,0.21
0.25,0.75,0.21
0.35,0.75,0.21
0.45,0.75,0.21
0.55,0.75,0.21
0.65,0.75,0.21
0.75,0.75,0.21
0.85,0.75,0.21
0.95,0.75,0.21
0.05,0.85,0.21
0.15,0.85,0.21
0.25,0.85,0.21
0.35,0.85,0.21
0.45,0.85,0.21
0.55,0.85,0.21
0.65,0.85,0.21
0.75,0.85,0.21
0.85,0.85,0.21
0.95,0.85,0.21
0.05,0.95,0.21
0.15,0.95,0.21
0.25,0.95,0.21
0.35,0.95,0.21
0.45,0.95,0.21
0.55,0.95,0.21
0.65,0.95,0.21
0.75,0.95,0.21
0.85,0.95,0.21
0.95,0.95,0.21
0.05,-0.95,0.22
0.15,-0.95,0.22
0.25,-0.95,0.22
0.35,-0.95,0.22
0.45,-0.95,0.22
0.55,-0.95,0.22
0.65,-0.95,0.22
0.75,-0.95,0.22
0.85,-0.95,0.22
0.95,-0.95,0.22
0.05,-0.85,0.22
0.15,-0.85,0.22
0.25,-0.85,0.22
0.35,-0.85,0.22
0.45,-0.85,0.22
0.55,-0.85,0.22
0.65,-0.85,0.22
0.75,-0.85,0.22
0.85,-0.85,0.22
0.95,-0.85,0.22
0.05,-0.75,0.22
0.15,-0.75,0.22
0.25,-0.75,0.22
0.35,-0.75,0.22
0.45,-0.75,0.22
0.55,-0.75,0.22
0.65,-0.75,0.22
0.75,-0.75,0.22
0.85,-0.75,0.22
0.95,-0.75,0.22
0.05,-0.65,0.22
0.15,-0.65,0.22
0.25,-0.65,0.22
0.35,-0.65,0.22
0.45,-0.65,0.22
0.55,-0.65,0.22
0.65,-0.65,0.22
0.75,-0.65,0.22
0.85,-0.65,0.22
0.95,-0.65,0.22
0.05,-0.55,0.22
0.15,-0.55,0.22
0.25,-0.55,0.22
0.35,-0.55,0.22
0.45,-0.55,0.22
0.55,-0.55,0.22
0.65,-0.55,0.22
0.75,-0.55,0.22
0.85,-0.55,0.22
0.95,-0.55,0.22
0.05,-0.45,0.22
0.15,-0.45,0.22
0.25,-0.45,0.22
0.35,-0.45,0.22
0.45,-0.45,0.22
0.55,-0.45,0.22
0.65,-0.45,0.22
0.75,-0.45,0.22
0.85,-0.45,0.22
0.95,-0.45,0.22
0.05,-0.35,0.22
0.15,-0.35,0.22
0.25,-0.35,0.22
0.35,-0.35,0.22
0.45,-0.35,0.22
0.55,-0.35,0.22
0.65,-0.35,0.22
0.75,-0.35,0.22
0.85,-0.35,0.22
0.95,-0.35,0.22
0.05,-0.25,0.22
0.15,-0.25,0.22
0.25,-0.25,0.22
0.35,-0.25,0.22
0.45,-0.25,0.22
0.55,-0.25,0.22
0.65,-0.25,0.22
0.75,-0.25,0.22
0.85,-0.25,0.22
0.95,-0.25,0.22
0.05,-0.15,0.22
0.15,-0.15,0.22
0.25,-0.15,0.22
0.35,-0.15,0.22
0.45,-0.15,0.22
0.55,-0.15,0.22
0.65,-0.15,0.22
0.75,-0.15,0.22
0.85,-0.15,0.22
0.95,-0.15,0.22
0.05,-0.05,0.22
0.15,-0.05,0.22
0.25,-0.05,0.22
0.35,-0.05,0.22
0.45,-0.05,0.22
0.55,-0.05,0.22
0.65,-0.05,0.22
0.75,-0.05,0.22
0.85,-0.05,0.22
0.95,-0.05,0.22
0.05,0.05,0.22
0.15,0.05,0.22
0.25,0.05,0.22
0.35,0.05,0.22
0.45,0.05,0.22
0.55,0.05,0.22
0.65,0.05,0.22
0.75,0.05,0.22
0.85,0.05,0.22
0.95,0.05,0.22
0.05,0.15,0.22
0.15,0.15,0.22
0.25,0.15,0.22
0.35,0.15,0.22
0.45,0.15,0.22
0.55,0.15,0.22
0.65,0.15,0.22
0.75,0.15,0.22
0.85,0.15,0.22
0.95,0.15,0.22
0.05,0.25,0.22
0.15,0.25,0.22
0.25,0.25,0.22
0.35,0.25,0.22
0.45,0.25,0.22
0.55,0.25,0.22
0.65,0.25,0.22
0.75,0.25,0.22
0.85,0.25,0.22
0.95,0.25,0.22
0.05,0.35,0.22
0.15,0.35,0.22
0.25,0.35,0.22
0.35,0.35,0.22
0.45,0.35,0.22
0.55,0.35,0.22
0.65,0.35,0.22
0.75,0.35,0.22
0.85,0.35,0.22
0.95,0.35,0.22
0.05,0.45,0.22
0.15,0.45,0.22
0.25,0.45,0.22
0.35,0.45,0.22
0.45,0.45,0.22
0.55,0.45,0.22
0.65,0.45,0.22
0.75,0.45,0.22
0.85,0.45,0.22
0.95,0.45,0.22
0.05,0.55,0.22
0.15,0.55,0.22
0.25,0.55,0.22
0.35,0.55,0.22
0.45,0.55,0.22
0.55,0.55,0.22
0.65,0.55,0.22
0.75,0.55,0.22
0.85,0.55,0.22
0.95,0.55,0.22
0.05,0.65,0.22
0.15,0.65,0.22
0.25,0.65,0.22
0.35,0.65,0.22
0.45,0.65,0.22
0.55,0.65,0.22
0.65,0.65,0.22
0.75,0.65,0.22
0.85,0.65,0.22
0.95,0.65,0.22
0.05,0.75,0.22
0.15,0.75,0.22
0.25,0.75,0.22
0.35,0.75,0.22
0.45,0.75,0.22
0.55,0.75,0.22
0.65,0.75,0.22
0.75,0.75,0.22
0.85,0.75,0.22
0.95,0.75,0.22
0.05,0.85,0.22
0.15,0.85,0.22
0.25,0.85,0.22
0.35,0.85,0.22
0.45,0.85,0.22
0.55,0.85,0.22
0.65,0.85,0.22
0.75,0.85,0.22
0.85,0.85,0.22
0.95,0.85,0.22
0.05,0.95,0.22
0.15,0.95,0.22
0.25,0.95,0.22
0.35,0.95,0.22
0.45,0.95,0.22
0.55,0.95,0.22
0.65,0.95,0.22
0.75,0.95,0.22
0.85,0.95,0.22
0.95,0.95,0.22
0.05,-0.95,0.23
0.15,-0.95,0.23
0.25,-0.95,0.23
0.35,-0.95,0.23
0.45,-0.95,0.23
0.55,-0.95,0.23
0.65,-0.95,0.23
0.75,-0.95,0.23
0.85,-0.95,0.23
0.95,-0.95,0.23
0.05,-0.85,0.23
0.15,-0.85,0.23
0.25,-0.85,0.23
0.35,-0.85,0.23
0.45,-0.85,0.23
0.55,-0.85,0.23
0.65,-0.85,0.23
0.75,-0.85,0.23
0.85,-0.85,0.23
0.95,-0.85,0.23
0.05,-0.75,0.23
0.15,-0.75,0.23
0.25,-0.75,0.23
0.35,-0.75,0.23
0.45,-0.75,0.23
0.55,-0.75,0.23
0.65,-0.75,0.23
0.75,-0.75,0.23
0.85,-0.75,0.23
0.95,-0.75,0.23
0.05,-0.65,0.23
0.15,-0.65,0.23
0.25,-0.65,0.23
0.35,-0.65,0.23
0.45,-0.65,0.23
0.55,-0.65,0.23
0.65,-0.65,0.23
0.75,-0.65,0.23
0.85,-0.65,0.23
0.95,-0.65,0.23
0.05,-0.55,0.23
0.15,-0.55,0.23
0.25,-0.55,0.23
0.35,-0.55,0.23
0.45,-0.55,0.23
0.55,-0.55,0.23
0.65,-0.55,0.23
0.75,-0.55,0.23
0.85,-0.55,0.23
0.95,-0.55,0.23
0.05,-0.45,0.23
0.15,-0.45,0.23
0.25,-0.45,0.23
0.35,-0.45,0.23
0.45,-0.45,0.23
0.55,-0.45,0.23
0.65,-0.45,0.23
0.75,-0.45,0.23
0.85,-0.45,0.23
0.95,-0.45,0.23
0.05,-0.35,0.23
0.15,-0.35,0.23
0.25,-0.35,0.23
0.35,-0.35,0.23
0.45,-0.35,0.23
0.55,-0.35,0.23
0.65,-0.35,0.23
0.75,-0.35,0.23
0.85,-0.35,0.23
0.95,-0.35,0.23
0.05,-0.25,0.23
0.15,-0.25,0.23
0.25,-0.25,0.23
0.35,-0.25,0.23
0.45,-0.25,0.23
0.55,-0.25,0.23
0.65,-0.25,0.23
0.75,-0.25,0.23
0.85,-0.25,0.23
0.95,-0.25,0.23
0.05,-0.15,0.23
0.15,-0.15,0.23
0.25,-0.15,0.23
0.35,-0.15,0.23
0.45,-0.15,0.23
0.55,-0.15,0.23
0.65,-0.15,0.23
0.75,-0.15,0.23
0.85,-0.15,0.23
0.95,-0.15,0.23
0.05,-0.05,0.23
0.15,-0.05,0.23
0.25,-0.05,0.23
0.35,-0.05,0.23
0.45,-0.05,0.23
0.55,-0.05,0.23
0.65,-0.05,0.23
0.75,-0.05,0.23
0.85,-0.05,0.23
0.95,-0.05,0.23
0.05,0.05,0.23
0.15,0.05,0.23
0.25,0.05,0.23
0.35,0.05,0.23
0.45,0.05,0.23
0.55,0.05,0.23
0.65,0.05,0.23
0.75,0.05,0.23
0.85,0.05,0.23
0.95,0.05,0.23
0.05,0.15,0.23
0.15,0.15,0.23
0.25,0.15,0.23
0.35,0.15,0.23
0.45,0.15,0.23
0.55,0.15,0.23
0.65,0.15,0.23
0.75,0.15,0.23
0.85,0.15,0.23
0.95,0.15,0.23
0.05,0.25,0.23
0.15,0.25,0.23
0.25,0.25,0.23
0.35,0.25,0.23
0.45,0.25,0.23
0.55,0.25,0.23
0.65,0.25,0.23
0.75,0.25,0.23
0.85,0.25,0.23
0.95,0.25,0.23
0.05,0.35,0.23
0.15,0.35,0.23
0.25,0.35,0.23
0.35,0.35,0.23
0.45,0.35,0.23
0.55,0.35,0.23
0.65,0.35,0.23
0.75,0.35,0.23
0.85,0.35,0.23
0.95,0.35,0.23
0.05,0.45,0.23
0.15,0.45,0.23
0.25,0.45,0.23
0.35,0.45,0.23
0.45,0.45,0.23
0.55,0.45,0.23
0.65,0.45,0.23
0.75,0.45,0.23
0.85,0.45,0.23
0.95,0.45,0.23
0.05,0.55,0.23
0.15,0.55,0.23
0.25,0.55,0.23
0.35,0.55,0.23
0.45,0.55,0.23
0.55,0.55,0.23
0.65,0.55,0.23
0.75,0.55,0.23
0.85,0.55,0.23
0.95,0.55,0.23
0.05,0.65,0.23
0.15,0.65,0.23
0.25,0.65,0.23
0.35,0.65,0.23
0.45,0.65,0.23
0.55,0.65,0.23
0.65,0.65,0.23
0.75,0.65,0.23
0.85,0.65,0.23
0.95,0.65,0.23
0.05,0.75,0.23
0.15,0.75,0.23
0.25,0.75,0.23
0.35,0.75,0.23
0.45,0.75,0.23
0.55,0.75,0.23
0.65,0.75,0.23
0.75,0.75,0.23
0.85,0.75,0.23
0.95,0.75,0.23
0.05,0.85,0.23
0.15,0.85,0.23
0.25,0.85,0.23
0.35,0.85,0.23
0.45,0.85,0.23
0.55,0.85,0.23
0.65,0.85,0.23
0.75,0.85,0.23
0.85,0.85,0.23
0.95,0.85,0.23
0.05,0.95,0.23
0.15,0.95,0.23
0.25,0.95,0.23
0.35,0.95,0.23
0.45,0.95,0.23
0.55,0.95,0.23
0.65,0.95,0.23
0.75,0.95,0.23
0.85,0.95,0.23
0.95,0.95,0.23
0.05,-0.95,0.24
0.15,-0.95,0.24
0.25,-0.95,0.24
0.35,-0.95,0.24
0.45,-0.95,0.24
0.55,-0.95,0.24
0.65,-0.95,0.24
0.75,-0.95,0.24
0.85,-0.95,0.24
0.95,-0.95,0.24
0.05,-0.85,0.24
0.15,-0.85,0.24
0.25,-0.85,0.24
0.35,-0.85,0.24
0.45,-0.85,0.24
0.55,-0.85,0.24
0.65,-0.85,0.24
0.75,-0.85,0.24
0.85,-0.85,0.24
0.95,-0.85,0.24
0.05,-0.75,0.24
0.15,-0.75,0.24
0.25,-0.75,0.24
0.35,-0.75,0.24
0.45,-0.75,0.24
0.55,-0.75,0.24
0.65,-0.75,0.24
0.75,-0.75,0.24
0.85,-0.75,0.24
0.95,-0.75,0.24
0.05,-0.65,0.24
0.15,-0.65,0.24
0.25,-0.65,0.24
0.35,-0.65,0.24
0.45,-0.65,0.24
0.55,-0.65,0.24
0.65,-0.65,0.24
0.75,-0.65,0.24
0.85,-0.65,0.24
0.95,-0.65,0.24
0.05,-0.55,0.24
0.15,-0.55,0.24
0.25,-0.55,0.24
0.35,-0.55,0.24
0.45,-0.55,0.24
0.55,-0.55,0.24
0.65,-0.55,0.24
0.75,-0.55,0.24
0.85,-0.55,0.24
0.95,-0.55,0.24
0.05,-0.45,0.24
0.15,-0.45,0.24
0.25,-0.45,0.24
0.35,-0.45,0.24
0.45,-0.45,0.24
0.55,-0.45,0.24
0.65,-0.45,0.24
0.75,-0.45,0.24
0.85,-0.45,0.24
0.95,-0.45,0.24
0.05,-0.35,0.24
0.15,-0.35,0.24
0.25,-0.35,0.24
0.35,-0.35,0.24
0.45,-0.35,0.24
0.55,-0.35,0.24
0.65,-0.35,0.24
0.75,-0.35,0.24
0.85,-0.35,0.24
0.95,-0.35,0.24
0.05,-0.25,0.24
0.15,-0.25,0.24
0.25,-0.25,0.24
0.35,-0.25,0.24
0.45,-0.25,0.24
0.55,-0.25,0.24
0.65,-0.25,0.24
0.75,-0.25,0.24
0.85,-0.25,0.24
0.95,-0.25,0.24
0.05,-0.15,0.24
0.15,-0.15,0.24
0.25,-0.15,0.24
0.35,-0.15,0.24
0.45,-0.15,0.24
0.55,-0.15,0.24
0.65,-0.15,0.24
0.75,-0.15,0.24
0.85,-0.15,0.24
0.95,-0.15,0.24
0.05,-0.05,0.24
0.15,-0.05,0.24
0.25,-0.05,0.24
0.35,-0.05,0.24
0.45,-0.05,0.24
0.55,-0.05,0.24
0.65,-0.05,0.24
0.75,-0.05,0.24
0.85,-0.05,0.24
0.95,-0.05,0.24
0.05,0.05,0.24
0.15,0.05,0.24
0.25,0.05,0.24
0.35,0.05,0.24
0.45,0.05,0.24
0.55,0.05,0.24
0.65,0.05,0.24
0.75,0.05,0.24
0.85,0.05,0.24
0.95,0.05,0.24
0.05,0.15,0.24
0.15,0.15,0.24
0.25,0.15,0.24
0.35,0.15,0.24
0.45,0.15,0.24
0.55,0.15,0.24
0.65,0.15,0.24
0.75,0.15,0.24
0.85,0.15,0.24
0.95,0.15,0.24
0.05,0.25,0.24
0.15,0.25,0.24
0.25,0.25,0.24
0.35,0.25,0.24
0.45,0.25,0.24
0.55,0.25,0.24
0.65,0.25,0.24
0.75,0.25,0.24
0.85,0.25,0.24
0.95,0.25,0.24
0.05,0.35,0.24
0.15,0.35,0.24
0.25,0.35,0.24
0.35,0.35,0.24
0.45,0.35,0.24
0.55,0.35,0.24
0.65,0.35,0.24
0.75,0.35,0.24
0.85,0.35,0.24
0.95,0.35,0.24
0.05,0.45,0.24
0.15,0.45,0.24
0.25,0.45,0.24
0.35,0.45,0.24
0.45,0.45,0.24
0.55,0.45,0.24
0.65,0.45,0.24
0.75,0.45,0.24
0.85,0.45,0.24
0.95,0.45,0.24
0.05,0.55,0.24
0.15,0.55,0.24
0.25,0.55,0.24
0.35,0.55,0.24
0.45,0.55,0.24
0.55,0.55,0.24
0.65,0.55,0.24
0.75,0.55,0.24
0.85,0.55,0.24
0.95,0.55,0.24
0.05,0.65,0.24
0.15,0.65,0.24
0.25,0.65,0.24
0.35,0.65,0.24
0.45,0.65,0.24
0.55,0.65,0.24
0.65,0.65,0.24
0.75,0.65,0.24
0.85,0.65,0.24
0.95,0.65,0.24
0.05,0.75,0.24
0.15,0.75,0.24
0.25,0.75,0.24
0.35,0.75,0.24
0.45,0.75,0.24
0.55,0.75,0.24
0.65,0.75,0.24
0.75,0.75,0.24
0.85,0.75,0.24
0.95,0.75,0.24
0.05,0.85,0.24
0.15,0.85,0.24
0.25,0.85,0.24
0.35,0.85,0.24
0.45,0.85,0.24
0.55,0.85,0.24
0.65,0.85,0.24
0.75,0.85,0.24
0.85,0.85,0.24
0.95,0.85,0.24
0.05,0.95,0.24
0.15,0.95,0.24
0.25,0.95,0.24
0.35,0.95,0.24
0.45,0.95,0.24
0.55,0.95,0.24
0.65,0.95,0.24
0.75,0.95,0.24
0.85,0.95,0.24
0.95,0.95,0.24
0.05,-0.95,0.25
0.15,-0.95,0.25
0.25,-0.95,0.25
0.35,-0.95,0.25
0.45,-0.95,0.25
0.55,-0.95,0.25
0.65,-0.95,0.25
0.75,-0.95,0.25
0.85,-0.95,0.25
0.95,-0.95,0.25
0.05,-0.85,0.25
0.15,-0.85,0.25
0.25,-0.85,0.25
0.35,-0.85,0.25
0.45,-0.85,0.25
0.55,-0.85,0.25
0.65,-0.85,0.25
0.75,-0.85,0.25
0.85,-0.85,0.25
0.95,-0.85,0.25
0.05,-0.75,0.25
0.15,-0.75,0.25
0.25,-0.75,0.25
0.35,-0.75,0.25
0.45,-0.75,0.25
0.55,-0.75,0.25
0.65,-0.75,0.25
0.75,-0.75,0.25
0.85,-0.75,0.25
0.95,-0.75,0.25
0.05,-0.65,0.25
0.15,-0.65,0.25
0.25,-0.65,0.25
0.35,-0.65,0.25
0.45,-0.65,0.25
0.55,-0.65,0.25
0.65,-0.65,0.25
0.75,-0.65,0.25
0.85,-0.65,0.25
0.95,-0.65,0.25
0.05,-0.55,0.25
0.15,-0.55,0.25
0.25,-0.55,0.25
0.35,-0.55,0.25
0.45,-0.55,0.25
0.55,-0.55,0.25
0.65,-0.55,0.25
0.75,-0.55,0.25
0.85,-0.55,0.25
0.95,-0.55,0.25
0.05,-0.45,0.25
0.15,-0.45,0.25
0.25,-0.45,0.25
0.35,-0.45,0.25
0.45,-0.45,0.25
0.55,-0.45,0.25
0.65,-0.45,0.25
0.75,-0.45,0.25
0.85,-0.45,0.25
0.95,-0.45,0.25
0.05,-0.35,0.25
0.15,-0.35,0.25
0.25,-0.35,0.25
0.35,-0.35,0.25
0.45,-0.35,0.25
0.55,-0.35,0.25
0.65,-0.35,0.25
